Date (YYYYMMDD), Description, Category, Value($), Balance (0) or Adjustment (1)
20230624, HULU 877-8244858 CA HULU.COM/BILL       CA, , -30.19, 1
20230625, Balance, Balance, -2935.32, 0
20230626, MARKET BASKET 000281SOMERVILLE          MA, , -10.49, 1
20230626, SP GEEKERY GAMES    FLAGSTAFF           AZ, , -109.98, 1
20230626, TST* FORGE BAKING COSOMERVILLE          MA, , -24.71, 1
20230627, FRIENDS OF ARIZONA PTEMPE               AZ, , -5.0, 1
20230627, MIT LINC LAB A CAFE LEXINGTON           MA, , -6.83, 1
20230627, SP GEEKERY GAMES    FLAGSTAFF           AZ, , -300.0, 1
20230628, HULU                SANTA MONICA, , 20.0, 1
20230628, MIT LINC LAB A CAFE LEXINGTON           MA, , -1.81, 1
20230628, MIT LINC LAB A CAFE LEXINGTON           MA, , -6.83, 1
20230630, BOULDERING PROJECT 4SOMERVILLE          MA, , -115.0, 1
20230630, MIT LINC LAB A CAFE LEXINGTON           MA, , -4.7, 1
20230630, MIT LINC LAB A CAFE LEXINGTON           MA, , -10.45, 1
20230630, TST* FELIPES TAQUERICAMBRIDGE           MA, , -9.09, 1
20230630, WHOLE FOODS MARKET  SOMERVILLE          MA, , -85.09, 1
20230701, WALGREENS #18091 000SOMERVILLE          MA, , -57.34, 1
20230702, TST* BLOC 11 CAFE 00SOMERVILLE          MA, , -25.0, 1
20230704, BT*OURARING INC.    SAN FRANCISCO       CA, , -6.55, 1
20230704, SP GEEKERY GAMES    FLAGSTAFF           AZ, , 109.98, 1
20230704, STORE*KUNO          SAN FRANCISCO       CA, , -42.12, 1
20230704, SUPER PETROLEUM     SAUGUS              MA, , -3.99, 1
20230704, SUPER PETROLEUM     SAUGUS              MA, , -38.71, 1
20230704, TST* FELIPES TAQUERICAMBRIDGE           MA, , -10.37, 1
20230705, TST* OTTO PIZZA - 22PORTLAND            ME, , -5.23, 1
20230706, COFFEE ME UP        Portland            ME, , -19.04, 1
20230707, CHINA BUFFET RESTAURMETHUEN             MA, , -10.4, 1
20230707, LS QUEENS GAMBIT GAMMETHUEN             MA, , -185.14, 1
20230707, RUNSIGNUP*DAMSPRINTTMOORESTOWN          NJ, , -144.87, 1
20230708, MASSDOT AET CSC, , -25.0, 1
20230708, FOUR SEASON JAPANESEATTLEBORO           MA, , -16.05, 1
20230708, MIT LINC LAB A CAFE LEXINGTON           MA, , -4.7, 1
20230708, SPOOKY GAMES LLC    Attleboro           MA, , -42.5, 1
20230709, MARKETSQUARE BAKEHOUAmesbury            MA, , -9.9, 1
20230709, RICHDALE CONVENIENCEAMESBURY            MA, , -53.03, 1
20230709, SPOOKY GAMES LLC    Attleboro           MA, , -53.12, 1
20230709, STARBUCKS STORE 0276SOMERVILLE          MA, , -8.03, 1
20230709, TST* BLOC 11 CAFE 00SOMERVILLE          MA, , -20.3, 1
20230710, TST* FORGE BAKING COSOMERVILLE          MA, , -18.56, 1
20230711, MARKET BASKET 000281SOMERVILLE          MA, , -40.75, 1
20230711, MIT LINC LAB A CAFE LEXINGTON           MA, , -6.83, 1
20230711, STARBUCKS IS 1555100LEXINGTON           MA, , -3.2, 1
20230711, TST* 3 LITTLE FIGS 0SOMERVILLE          MA, , -15.36, 1
20230712, LS QUEENS GAMBIT GAMMETHUEN             MA, , -29.73, 1
20230713, CARD KINGDOM        (206)523-2273       WA, , -54.77, 1
20230713, COFFEE ME UP        Portland            ME, , -20.12, 1
20230713, MIT LINC LAB A CAFE LEXINGTON           MA, , -13.13, 1
20230714, 786 US HIGHWAY 1 BYPPORTSMOUTH          NH, , -49.52, 1
20230714, COFFEE ME UP        Portland            ME, , -14.15, 1
20230714, STARBUCKS IS 1555100LEXINGTON           MA, , -2.88, 1
20230715, UBER EATS           help.uber.com       CA, , -41.43, 1
20230716, ONLINE PAYMENT - THANK YOU, , 3900.0, 1
20230716, UBER EATS           help.uber.com       CA, , -4.0, 1
20230716, UBER EATS           help.uber.com       CA, , -19.32, 1
20230717, AMEXTRAVEL.COM      800-297-2977        WA, , -674.6, 1
20230717, KOFFEE N BOX 0000   EVERETT             MA, , -9.95, 1
20230717, STARBUCKS STORE 1701CHELSEA             MA, , -3.48, 1
20230717, TOWN FAIR TIRE      EVERETT             MA, , -1260.73, 1
20230717, WALGREENS #17728 000EVERETT             MA, , -7.48, 1
20230718, CVS/PHARMACY        SOMERVILLE          MA, , -51.39, 1
20230718, STARBUCKS IS 1555100LEXINGTON           MA, , -2.88, 1
20230719, BT*PIRATE SHIP * POSJACKSON             WY, , -10.68, 1
20230719, BT*PIRATE SHIP * POSJACKSON             WY, , -10.97, 1
20230719, LUCCA RESTAURANT & BBOSTON              MA, , -29.61, 1
20230719, MIT LINC LAB A CAFE LEXINGTON           MA, , -11.96, 1
20230719, NAVY EXCHANGE 060074PENSACOLA           FL, , -5.94, 1
20230719, WAL-MART SUPERCENTERPENSACOLA           FL, , -5.83, 1
20230720, REIRNTLS800-426-4840800-426-4840        WA, , -21.76, 1
20230720, RETURN PAYMENT FEE, , -29.0, 1
20230720, SAKE CAFE 4368455599PENSACOLA           FL, , -28.77, 1
20230720, TST* BAD ASS COFFEE PENSACOLA           FL, , -4.86, 1
20230721, FSP*NEPTUNE MOUNTAINBOULDER             CO, , -70.78, 1
20230721, PNS 0976B Coastal NePenscaola           FL, , -4.49, 1
20230721, PRINTIQUE           BROOKLYN            NY, , -250.37, 1
20230721, PRINTIQUE           BROOKLYN            NY, , -400.17, 1
20230721, REI #18 DENVER      DENVER              CO, , -46.96, 1
20230722, BAY PHOTO LAB       SCOTTS VALLEY       CA, , -105.58, 1
20230722, REIRNTLS800-426-4840800-426-4840        WA, , 21.76, 1
20230723, BUDGET RENT A CAR   DENVER              CO, , -288.73, 1
20230723, GREENWOOD WILDLIFE RLONGMONT            CO, , -60.0, 1
20230723, KING SOOPERS #0721 FARVADA              CO, , -20.67, 1
20230723, LS FULL CYCLE       BOULDER             CO, , -165.75, 1
20230723, RAVENS ROAST        Estes Park          CO, , -14.22, 1
20230724, HULU 877-8244858 CA HULU.COM/BILL       CA, , -30.19, 1
20230724, PRINTIQUE           BROOKLYN            NY, , 250.37, 1
20230724, STARBUCKS IS 1555100LEXINGTON           MA, , -3.2, 1
20230724, TST* FORGE BAKING COSOMERVILLE          MA, , -19.56, 1
20230725, HULU                SANTA MONICA, , 20.0, 1
20230725, MARKET BASKET 000281SOMERVILLE          MA, , -29.57, 1
20230725, MIT LINC LAB A CAFE LEXINGTON           MA, , -8.43, 1
20230725, TST* 3 LITTLE FIGS 0SOMERVILLE          MA, , -16.51, 1
20230726, MIT LINC LAB A CAFE LEXINGTON           MA, , -6.83, 1
20230726, Balance, Balance, -4130.23, 0
20230727, FRIENDS OF ARIZONA PTEMPE               AZ, , -5.0, 1
20230727, MIT LINC LAB A CAFE LEXINGTON           MA, , -11.11, 1
20230729, FERN /BOSTON ROSE FLBOSTON              MA, , -75.12, 1
20230729, MIT LINC LAB A CAFE LEXINGTON           MA, , -6.83, 1
20230729, REI #222 CAMBRIDGE  CAMBRIDGE           MA, , -259.18, 1
20230731, BOULDERING PROJECT 4SOMERVILLE          MA, , -115.0, 1
20230731, MPR - APM           800-228-7123        MN, , -5.0, 1
20230802, NYTimes.COM NY TIMES(800)698-4637       NY, , -4.0, 1
20230804, BT*OURARING INC.    SAN FRANCISCO       CA, , -6.55, 1
20230805, MASSDOT AET CSC, , -25.0, 1
20230807, MPR - APM           800-228-7123        MN, , -5.0, 1
20230807, NEW YORK TIMES DIGITNEW YORK, , 4.0, 1
20230807, SP CARD SHOP LIVE   HENDERSON           NV, , -265.95, 1
20230811, ARTINIAN JEWELRY #1 LEXINGTON           MA, , -169.95, 1
20230812, PANDEMONIUM BOOKS & Cambridge           MA, , -10.5, 1
20230812, SUNOCO 0592461800 05WILLINGTON          CT, , -57.03, 1
20230812, VERIZON-VICTRA MA NANATICK              MA, , -39.99, 1
20230812, VZWIRELESS IVR VW   800-922-0204        FL, , -158.3, 1
20230813, BP#6644090TA ASHLANDASHLAND             VA, , -53.83, 1
20230813, CAMBRIDGEF* CAMBRIDGCAMBRIDGE           MA, , -94.69, 1
20230813, Courtyard By MarriotOrange              CT, , -17.42, 1
20230813, SUNOCO 0368299401 03CRANBURY            NJ, , -42.26, 1
20230813, TACO BELL           ASHLAND             VA, , -15.86, 1
20230813, TOTAL ACCESS GAMES  ASHLAND             VA, , -15.87, 1
20230813, WINGMAN FOUNDATION 5BOSTON              MA, , -44.79, 1
20230814, CHICK-FIL-A #02021 0BUFORD              GA, , -9.22, 1
20230814, CIRCLE K            SALISBURY           NC, , -55.82, 1
20230814, Courtyard By MarriotOrange              CT, , -131.1, 1
20230814, E-ZPASS MA          877-627-7745        MA, , -25.0, 1
20230814, LOVE'S #225/UNBRANDEEVERGREEN           AL, , -40.01, 1
20230814, MURPHY7407ATWALMART BUFORD              GA, , -49.05, 1
20230814, STARBUCKS STORE 5760BUFORD              GA, , -4.45, 1
20230815, HOTELTONIGHT*GRANDOVSAN FRANCISCO       CA, , -182.0, 1
20230816, MASSDOT AET CSC, , -25.0, 1
20230816, PANDA EXPRESS #2225 PENSACOLA           FL, , -10.11, 1
20230816, RUNSIGNUP*BRETTROBINMOORESTOWN          NJ, , -191.88, 1
20230819, AUTOPAY PAYMENT - THANK YOU, , 4130.23, 1
20230820, DELTA AIR LINES, , -11.2, 1
20230823, FULLSCRIPT* R2597739MANCHESTER          NH, , -56.98, 1
20230823, SP HELIX SLEEP      NEW YORK            NY, , -1073.93, 1
20230823, SP TUFT AND NEEDLE  ATLANTA             GA, , -222.53, 1
20230825, Balance, Balance, -3588.51, 0
20230827, FRIENDS OF ARIZONA PTEMPE               AZ, , -5.0, 1
20230828, DROPBOX*J445QFKNT4SKSAN FRANCISCO       CA, , -127.37, 1
20230828, NYTimes.COM NY TIMES(800)698-4637       NY, , -4.0, 1
20230830, ARIZONA DAILY SUN FAFLAGSTAFF           AZ, , -10.99, 1
20230830, NEW YORK TIMES DIGITNEW YORK, , 4.0, 1
20230831, AMERICAN AIRLINES   800-433-7300        TX, , -377.2, 1
20230831, DELTA AIR LINES, , -377.2, 1
20230902, AMTRAK INT          WASHINGTON          DC, , -55.1, 1
20230902, AMTRAK RSA          WASHINGTON          DC, , 55.1, 1
20230903, UBER, , -2.25, 1
20230904, BT*OURARING INC.    SAN FRANCISCO       CA, , -6.55, 1
20230905, CARRABBAS 6034 ONLINPENSACOLA           FL, , -26.69, 1
20230907, MPR - APM           800-228-7123        MN, , -5.0, 1
20230908, LS BIKES PLUS       GULF BREEZE         FL, , -275.68, 1
20230908, PALAFOX COMPUTERS   Pensacola           FL, , -19.34, 1
20230911, Audible             audible.com         NJ, , -16.32, 1
20230912, OFFICE DEPOT #2706 0PENSACOLA           FL, , -21.22, 1
20230913, USPS CHANGE OF ADDRE800-238-3150        TN, , -1.1, 1
20230914, BT*PIRATE SHIP * POSJACKSON             WY, , -1.75, 1
20230914, BT*PIRATE SHIP * POSJACKSON             WY, , -7.54, 1
20230914, VAIL SKI PASS & RC  VAIL                CO, , -110.0, 1
20230917, "AUDIBLE  INC.       NEWARK", , 16.32, 1
20230918, WALMART.COM 80096665BENTONVILLE         AR, , -120.36, 1
20230919, AUTOPAY PAYMENT - THANK YOU, , 3533.41, 1
20230922, BT*PIRATE SHIP * POSJACKSON             WY, , -1.44, 1
20230922, BT*PIRATE SHIP * POSJACKSON             WY, , -6.59, 1
20230923, MEM RWDS AIRLINE TAX OFFSET FEE, , -46.8, 1
20230923, OFFICE DEPOT #2706 0PENSACOLA           FL, , -119.95, 1
20230924, TAQUERIA & ANTOJITOSPENSACOLA           FL, , -15.75, 1
20230925, NYTimes.COM NY TIMES(800)698-4637       NY, , -4.0, 1
20230925, XISCALI MEXICAN TAQUPENSACOLA           FL, , -26.81, 1
20230925, Balance, Balance, -1744.87, 0
20230926, BAY PHOTO LAB       SCOTTS VALLEY       CA, , -110.2, 1
20230926, NEW YORK TIMES DIGITNEW YORK, , 3.68, 1
20230926, PALAFOX MARKET      Pensacola           FL, , -5.38, 1
20230927, CHICK-FIL-A #03072 0PENSACOLA           FL, , -9.55, 1
20230927, DELTA AIR LINES, , -11.2, 1
20230927, FRIENDS OF ARIZONA PTEMPE               AZ, , -5.0, 1
20230927, MURPHY EXPRESS 8557 PENSACOLA           FL, , -55.66, 1
20230927, OFFICE DEPOT #2706 0PENSACOLA           FL, , -39.26, 1
20230927, TAQUERIA EMMANUEL   PENSACOLA           FL, , -27.04, 1
20230928, TAQUERIA EMMANUEL   PENSACOLA           FL, , -21.87, 1
20230929, ALPHA BETA UNLIMITED(208)938-4309       ID, , -39.7, 1
20230929, ARIZONA DAILY SUN FAFLAGSTAFF           AZ, , -10.99, 1
20230929, OFFICE DEPOT #202 00PENSACOLA           FL, , -6.45, 1
20230930, BT*PIRATE SHIP * POSJACKSON             WY, , -6.78, 1
20231003, PANDA EXPRESS #2225 PENSACOLA           FL, , -10.97, 1
20231004, BT*OURARING INC.    SAN FRANCISCO       CA, , -6.55, 1
20231006, CUMBERLAND FARMS 900NAVARRE             FL, , -49.72, 1
20231007, MPR - APM           800-228-7123        MN, , -5.0, 1
20231007, OFFICE DEPOT #202 00PENSACOLA           FL, , -10.54, 1
20231011, Audible             audible.com         NJ, , -16.32, 1
20231012, WIZARDS OF THE COASTEL SEGUNDO          CA, , -268.74, 1
20231013, DELTA AIR LINES, , -5.6, 1
20231013, SPIRIT AIRLINES DIRECT SALES, , -85.18, 1
20231015, ROLL20.NET          HENDERSON           NV, , -4.99, 1
20231016, AMAZON MARKEPLACE NA PA, , -27.92, 1
20231018, CAMBRIDGEF* COADYFLOCAMBRIDGE           MA, , -102.19, 1
20231018, EL ASADOR 6905501102PENSACOLA           FL, , -16.02, 1
20231020, AUTOPAY PAYMENT - THANK YOU, , 1744.87, 1
20231020, SMART FILL LLC-DAVISPENSACOLA           FL, , -51.02, 1
20231021, AIRBNB * HMJNRXD3P3 SAN FRANCISCO       CA, , -150.0, 1
20231021, AMERICAN AIRLINES   800-433-7300        TX, , -153.9, 1
20231022, DELTA AIR LINES, , -5.6, 1
20231022, FULLSCRIPT* R9823814MANCHESTER          NH, , -56.98, 1
20231022, GULF OIL            800-774-4853        MA, , -54.01, 1
20231022, TST* PARLOR DOUGHNUTPENSACOLA           FL, , -8.95, 1
20231023, FANNIE LOU'S ICE CREBellview            FL, , -9.33, 1
20231023, MAKER'S CAFE & ESPREPensacola           FL, , -14.21, 1
20231023, NEW YORK TIMES DIGITNEW YORK, , 4.0, 1
20231023, NYTimes.COM NY TIMES(800)698-4637       NY, , -4.0, 1
20231023, WALGREENS           PENSACOLA           FL, , -8.99, 1
20231025, BT*PIRATE SHIP * POSJACKSON             WY, , -6.88, 1
20231026, Balance, Balance, -1501.82, 0
20231027, CAMBRIDGE HALF MARATBOSTON              MA, , -114.93, 1
20231027, FRIENDS OF ARIZONA PTEMPE               AZ, , -5.0, 1
20231030, CAMBRIDGEF* CAMBRIDGCAMBRIDGE           MA, , -84.75, 1
20231030, KINDLE UNLTD*DL27T97888-802-3080        WA, , -13.09, 1
20231031, BAM COFFEE LLC      Pensacola           FL, , -6.68, 1
20231031, RACEWAY746    607465PENSACOLA           FL, , -8.03, 1
20231101, CIRCLE K # 04392/CIRPENSACOLA           FL, , -3.64, 1
20231101, CSC SERVICEWORK 0000PENSACOLA           FL, , -2.0, 1
20231101, CSC SERVICEWORK 0000PENSACOLA           FL, , -2.0, 1
20231101, IN *M2 BISTRO & BBQ PENSACOLA           FL, , -13.23, 1
20231102, BAM COFFEE LLC      Pensacola           FL, , -3.37, 1
20231102, WHATABURGER 55      FORT WALTON BEACH   FL, , -12.5, 1
20231104, BT*OURARING INC.    SAN FRANCISCO       CA, , -6.55, 1
20231105, SP PANDEMONIUM BOOKSCAMBRIDGE           MA, , -25.0, 1
20231106, FH* FLAMINGO ADVENTUESTERO              FL, , -181.6, 1
20231106, RECREATION.GOV 00000ALBUQUERQUE         NM, , -25.0, 1
20231107, MPR - APM           800-228-7123        MN, , -5.0, 1
20231108, PENSACOLA NAS COMMISPENSACOLA           FL, , -127.69, 1
20231108, UBER, , -18.65, 1
20231109, 23ANDME             SUNNYVALE           CA, , -169.0, 1
20231110, ACADEMY SPORTS      PENSACOLA           FL, , -245.55, 1
20231110, BATTERIES PLUS      PENSACOLA           FL, , -4.73, 1
20231110, SP GOOD EARTH TEA STSOUTH SAN FRANCISCO CA, , -58.36, 1
20231110, TBS COMICS 00-080302PENSACOLA           FL, , -43.0, 1
20231110, THE FRESH MARKET 154PENSACOLA           FL, , -8.49, 1
20231110, UBER, , -3.38, 1
20231111, FH* FLAMINGO ADVENTUESTERO              FL, , 17.2, 1
20231117, EL ASADOR 6905501102PENSACOLA           FL, , -7.1, 1
20231117, SMART FILL LLC-DAVISPENSACOLA           FL, , -41.11, 1
20231119, ONLINE PAYMENT - THANK YOU, , 1484.62, 1
20231120, NEW YORK TIMES DIGITNEW YORK, , 4.0, 1
20231120, NYTimes.COM NY TIMES(800)698-4637       NY, , -4.0, 1
20231121, DELTA AIR LINES, , -158.2, 1
20231121, DELTA AIR LINES, , -158.2, 1
20231123, UNITED AIRLINES     HOUSTON             TX, , -17.0, 1
20231123, UNITED AIRLINES     HOUSTON             TX, , -23.0, 1
20231124, AIRBNB * HMA2CATBPF SAN FRANCISCO       CA, , 585.38, 1
20231124, AIRBNB * HMA2CATBPF SAN FRANCISCO       CA, , -585.38, 1
20231124, JETBLUE AIRWAYS 9010JETBLUE             NY, , -12.0, 1
20231124, JETBLUE AIRWAYS 9010JETBLUE             NY, , -15.0, 1
20231124, JETBLUE AIRWAYS 9010JETBLUE             NY, , -343.9, 1
20231124, JETBLUE AIRWAYS 9010JETBLUE             NY, , -343.9, 1
20231124, UNITED AIRLINES     HOUSTON             TX, , -226.74, 1
20231124, UNITED AIRLINES     HOUSTON             TX, , -282.3, 1
20231124, Balance, Balance, -2819.67, 0
20231127, FRIENDS OF ARIZONA PTEMPE               AZ, , -5.0, 1
20231128, BAY PHOTO LAB       SCOTTS VALLEY       CA, , -90.65, 1
20231129, AIRBNB * HMTW5CTZEA SAN FRANCISCO       CA, , -557.28, 1
20231129, EBAY O*18-10849-6569SAN JOSE            CA, , -222.5, 1
20231129, EL ASADOR 6905501102PENSACOLA           FL, , -14.19, 1
20231129, KINDLE UNLTD*4G4YD9H888-802-3080        WA, , -13.09, 1
20231130, BT*PIRATE SHIP * POSJACKSON             WY, , -2.57, 1
20231130, BT*PIRATE SHIP * POSJACKSON             WY, , -6.72, 1
20231130, BT*PIRATE SHIP * POSJACKSON             WY, , -9.29, 1
20231130, DBA T&F BOOKS DBA T&FLORENCE            KY, , -39.46, 1
20231130, TAQUERIA EMMANUEL   PENSACOLA           FL, , -12.36, 1
20231202, BUC-EE'S #42 OUTSIDEROBERTSDALE         AL, , -41.21, 1
20231202, MACNARB GAMING 00000GAUTIER             MS, , -56.93, 1
20231203, CITY OF PENSACOLA PAPENSACOLA           FL, , -13.5, 1
20231203, LUPITA'S MEXICAN FASPensacola           FL, , -20.35, 1
20231204, BT*OURARING INC.    SAN FRANCISCO       CA, , -6.55, 1
20231207, MPR - APM           800-228-7123        MN, , -5.0, 1
20231213, BT*PIRATE SHIP * POSJACKSON             WY, , -8.03, 1
20231213, BT*PIRATE SHIP * POSJACKSON             WY, , -8.03, 1
20231215, AIRBNB * HMRMXHXAFE SAN FRANCISCO       CA, , -100.45, 1
20231215, SWAMP EXPLORERS LLC Crown Point         LA, , -45.0, 1
20231216, MURPHY6990ATWALMART SLIDELL             LA, , -44.72, 1
20231216, NATIONAL WWII MUSEUMNEW ORLEANS         LA, , -15.0, 1
20231216, NATIONAL WWII MUSEUMNEW ORLEANS         LA, , -52.22, 1
20231216, ZESTY CREOLE 0688800NEW ORLEANS         LA, , -103.56, 1
20231217, NEW HANG IT UP GALLENew Orleans         LA, , -11.01, 1
20231218, NYTimes.COM NY TIMES(800)698-4637       NY, , -4.0, 1
20231218, ONLINE PAYMENT - THANK YOU, , 2819.67, 1
20231219, DUPARQUET COPPER    EAST GREENWICH      RI, , -117.5, 1
20231220, BT*PIRATE SHIP * POSJACKSON             WY, , -11.0, 1
20231221, FULLSCRIPT* R9517871MANCHESTER          NH, , -56.98, 1
20231221, PENSACOLA BEACH HOUSPENSACOLA           FL, , -57.33, 1
20231222, CONCORD COACH LINES CONCORD             NH, , -54.0, 1
20231222, NEW YORK TIMES DIGITNEW YORK, , 4.0, 1
20231222, UBER, , -7.31, 1
20231222, UBER, , -18.09, 1
20231223, COFFEE ME UP        Portland            ME, , -21.92, 1
20231223, FISH & BONE - PORTLAPORTLAND            ME, , -16.33, 1
20231223, STANDARD BAKING CO. PORTLAND            ME, , -35.14, 1
20231223, TST* BLOC 11 CAFE 00SOMERVILLE          MA, , -24.39, 1
20231225, SWAMP EXPLORERS LLC Crown Point         LA, , 45.0, 1
20231226, Balance, Balance, -1879.66, 0
20231227, FRIENDS OF ARIZONA PTEMPE               AZ, , -5.0, 1
20231229, BIG SPRINGS LODGE FOTRUCKEE             CA, , -17.13, 1
20231230, KINDLE UNLTD*RZ2S993888-802-3080        WA, , -13.09, 1
20231230, "MHS INCLINE VILLAGE INCLINE VILLA       NV", , -25.32, 1
20231230, SAN CARLOS POKE CO ISAN CARLOS          CA, , -70.35, 1
20231230, UNION 76 09482654   ROCKLIN             CA, , -2.99, 1
20231231, STANFORD UNIV BKST #STANFORD            CA, , -51.07, 1
20240101, UBER, , -5.75, 1
20240103, EMERALD COAST ESTATEPensacola           FL, , -206.34, 1
20240104, BT*OURARING INC.    SAN FRANCISCO       CA, , -6.55, 1
20240107, FANNIE LOU'S ICE CREPensacola           FL, , -13.71, 1
20240107, MPR - APM           800-228-7123        MN, , -5.0, 1
20240108, A FLOWER SHOP 650000PENSACOLA           FL, , -67.73, 1
20240108, PENSACOLA NAS COMMISPENSACOLA           FL, , -41.96, 1
20240108, SHELL SERVICE STATIOPENSACOLA           FL, , -46.34, 1
20240108, TAQUERIA EMMANUEL   PENSACOLA           FL, , -9.0, 1
20240109, EMERALD COAST ESTATEPensacola           FL, , -19.34, 1
20240109, POPSHELF #23873 0000PENSACOLA           FL, , -11.6, 1
20240110, SP GEEKERY GAMES    FLAGSTAFF           AZ, , -159.97, 1
20240112, ONLINE PAYMENT - THANK YOU, , 1879.66, 1
20240112, TST* CRAFT BAR - PENPENSACOLA           FL, , -95.74, 1
20240112, WAFFLE HOUSE 0158   GULF BREEZE         FL, , -20.5, 1
20240113, BEEF BROZ JERKY     Pensacola           FL, , -14.3, 1
20240113, MIMI'S BISTRO ON THEPensacola           FL, , -10.75, 1
20240113, NAVY EXCHANGE 060070PENSACOLA           FL, , -23.75, 1
20240113, NAVY EXCHANGE 060070PENSACOLA           FL, , -93.0, 1
20240113, PENSACOLA NAS COMMISPENSACOLA           FL, , -1.8, 1
20240113, PENSACOLA NAS COMMISPENSACOLA           FL, , -8.69, 1
20240113, POLONZA BISTRO 54550PENSACOLA           FL, , -63.49, 1
20240113, TARA KEENER - COTTINPensacola           FL, , -5.0, 1
20240114, THE RUBY SLIPPER CAFPENSACOLA           FL, , -52.73, 1
20240115, NYTimes.COM NY TIMES(800)698-4637       NY, , -4.0, 1
20240115, RESTAURANT IRON     PENSACOLA           FL, , -128.5, 1
20240115, TST* FOSKO COFFEE BAPENSACOLA           FL, , -4.9, 1
20240116, TST* FOSKO COFFEE BAPENSACOLA           FL, , -32.47, 1
20240117, NEW YORK TIMES DIGITNEW YORK, , 4.0, 1
20240118, PENSACOLA NAS COMMISPENSACOLA           FL, , -139.02, 1
20240119, EL ASADOR 6905501102PENSACOLA           FL, , -14.19, 1
20240119, JET PORT CAFE       PENSACOLA           FL, , -4.35, 1
20240121, JET PORT CAFE       PENSACOLA           FL, , -6.05, 1
20240122, MCGUIRES IRISH PUB  PENSACOLA           FL, , -21.39, 1
20240123, JET PORT CAFE       PENSACOLA           FL, , -6.05, 1
20240123, MURPHY EXPRESS 8557 PENSACOLA           FL, , -49.3, 1
20240125, CARD KINGDOM        (206)523-2273       WA, , -1.74, 1
20240125, TST* FOSKO COFFEE BAPENSACOLA           FL, , -9.1, 1
20240125, TST* FOSKO COFFEE BAPENSACOLA           FL, , -13.47, 1
20240126, Balance, Balance, -1596.78, 0
20240126, NEW HONG KONG HOUSE PENSACOLA           FL, , -16.66, 1
20240126, SP TRINITY GAMES LLCPENSACOLA           FL, , -55.0, 1
20240127, CAMBRIDGEF* CAMBRIDGCAMBRIDGE           MA, , -102.19, 1
20240127, FRIENDS OF ARIZONA PTEMPE               AZ, , -5.0, 1
20240128, JET PORT CAFE       PENSACOLA           FL, , -7.0, 1
20240129, NAVY EXCHANGE 060074PENSACOLA           FL, , -16.0, 1
20240130, KINDLE UNLTD*R04VT8K888-802-3080        WA, , -13.09, 1
20240130, OLGYS FOOD TRUCK    Pensacola           FL, , -10.99, 1
20240131, RUNSIGNUP*SIGNUP *20MOORESTOWN          NJ, , -84.5, 1
20240131, TST* FOSKO COFFEE BAPENSACOLA           FL, , -15.05, 1
20240201, NEXCOM 6500000117879HUNT VALLEY         MD, , -2.25, 1
20240201, OLGYS FOOD TRUCK    Pensacola           FL, , -14.28, 1
20240202, ACADEMY SPORTS      PENSACOLA           FL, , -21.49, 1
20240202, ALLA PRIMA COFFEE ROPensacola           FL, , -6.72, 1
20240202, FSP*FLEET FEET PENSAPENSACOLA           FL, , -4.52, 1
20240202, SP TRINITY GAMES LLCPENSACOLA           FL, , -30.0, 1
20240204, BT*OURARING INC.    SAN FRANCISCO       CA, , -6.55, 1
20240207, MPR - APM           800-228-7123        MN, , -5.0, 1
20240211, Audible             audible.com         NJ, , -16.32, 1
20240212, NEW YORK TIMES DIGITNEW YORK, , 4.0, 1
20240212, NYTimes.COM NY TIMES(800)698-4637       NY, , -4.0, 1
20240213, AMAZON MARKEPLACE NA PA, , -6.44, 1
20240213, AMAZON MARKEPLACE NA PA, , -6.44, 1
20240219, CLEAR  *CLEARME.COM CLEARME.COM         NY, , -189.0, 1
20240219, FULLSCRIPT* R5427519MANCHESTER          NH, , -56.98, 1
20240219, MOBILE PAYMENT - THANK YOU, , 2044.01, 1
20240221, CLEAR               NEW YORK, , 189.0, 1
20240222, ONLINE PAYMENT - THANK YOU, , 56.98, 1
20240222, UBER, , -5.04, 1
20240224, DELTA AIR LINES, , -5.6, 1
20240227, FRIENDS OF ARIZONA PTEMPE               AZ, , -5.0, 1
20240228, PAR*CLEAN EATZ -  PEPENSACOLA           FL, , -17.71, 1
20240229, KINDLE UNLTD*RN2TF4C888-802-3080        WA, , -13.09, 1
20240301, Balance, Balance, -15.64, 0
20240304, BT*OURARING INC.    SAN FRANCISCO       CA, , -6.55, 1
20240304, HUEL                BROOKLYN            NY, , -123.37, 1
20240306, BUBBA'S 33 #2694 OLOPENSACOLA           FL, , -28.18, 1
20240307, MPR - APM           800-228-7123        MN, , -5.0, 1
20240310, SP PEAKDESIGN       SAN FRANCISCO       CA, , -114.66, 1
20240311, Audible             audible.com         NJ, , -16.32, 1
20240311, NYTimes.COM NY TIMES(800)698-4637       NY, , -4.0, 1
20240314, Balance, Balance, -340.52, 0
