Date (YYYYMMDD), Description, Category, Value($), Balance (0) or Adjustment (1)
20240131, Deposit from GUSTO PAYROLL CON 112586, Credit, 45.0, 1
20240131, Deposit from GUSTO PAYROLL CON 112586, Credit, 2670.41, 0
20240131, Deposit from ROBINHOOD CREDITS, Credit, 328.84, 1
20240131, Deposit from ROBINHOOD CREDITS, Credit, 2625.41, 0
20240201, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -2703.88, 1
20240201, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 7693.1, 0
20240201, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -1669.19, 1
20240201, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 10396.98, 0
20240201, Withdrawal from VENMO PAYMENT, Debit, -21.0, 1
20240201, Withdrawal from VENMO PAYMENT, Debit, 12066.17, 0
20240201, Deposit from GOOGLE LLC PAYROLL, Credit, 3150.41, 1
20240201, Deposit from GOOGLE LLC PAYROLL, Credit, 12087.17, 0
20240201, Deposit from GOOGLE LLC PAYROLL, Credit, 4584.58, 1
20240201, Deposit from GOOGLE LLC PAYROLL, Credit, 8936.76, 0
20240201, Withdrawal from VENMO PAYMENT, Debit, -177.53, 1
20240201, Withdrawal from VENMO PAYMENT, Debit, 4352.18, 0
20240201, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 1822.0, 1
20240201, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 4529.71, 0
20240201, Deposit from VENMO CASHOUT, Credit, 37.0, 1
20240201, Deposit from VENMO CASHOUT, Credit, 2707.71, 0
20240202, Deposit from SIMONS FOUNDATIO DIRECT-PAY, Credit, 424.03, 1
20240202, Deposit from SIMONS FOUNDATIO DIRECT-PAY, Credit, 8117.13, 0
20240205, Withdrawal from VENMO PAYMENT, Debit, -7.33, 1
20240205, Withdrawal from VENMO PAYMENT, Debit, 8386.13, 0
20240205, Deposit from eBay ComMP4IYYPA PAYMENTS, Credit, 276.33, 1
20240205, Deposit from eBay ComMP4IYYPA PAYMENTS, Credit, 8393.46, 0
20240206, Withdrawal from USAA P&C AUTOPAY, Debit, -64.91, 1
20240206, Withdrawal from USAA P&C AUTOPAY, Debit, 8227.78, 0
20240206, Withdrawal from VENMO PAYMENT, Debit, -93.44, 1
20240206, Withdrawal from VENMO PAYMENT, Debit, 8292.69, 0
20240207, Withdrawal from VENMO PAYMENT, Debit, -70.0, 1
20240207, Withdrawal from VENMO PAYMENT, Debit, 8157.27, 0
20240207, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -5.2, 1
20240207, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 8227.27, 0
20240207, Deposit from eBay ComF5LJLH9U PAYMENTS, Credit, 4.69, 1
20240207, Deposit from eBay ComF5LJLH9U PAYMENTS, Credit, 8232.47, 0
20240210, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, -3000.0, 1
20240210, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, 4157.27, 0
20240210, Zelle money sent to ROSY GAS  LLC, Debit, -2500.0, 1
20240210, Zelle money sent to ROSY GAS  LLC, Debit, 7157.27, 0
20240210, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1500.0, 1
20240210, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 9657.27, 0
20240211, Zelle money sent to ROSY GAS  LLC, Debit, -750.0, 1
20240211, Zelle money sent to ROSY GAS  LLC, Debit, 3407.27, 0
20240212, Withdrawal from VENMO PAYMENT, Debit, -225.0, 1
20240212, Withdrawal from VENMO PAYMENT, Debit, 3190.99, 0
20240212, Deposit from eBay ComNY47VNS2 PAYMENTS, Credit, 8.72, 1
20240212, Deposit from eBay ComNY47VNS2 PAYMENTS, Credit, 3415.99, 0
20240215, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, -4000.0, 1
20240215, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, 2720.17, 0
20240215, Deposit from VENMO CASHOUT, Credit, 66.69, 1
20240215, Deposit from VENMO CASHOUT, Credit, 6720.17, 0
20240215, Deposit from GOOGLE LLC PAYROLL, Credit, 3462.49, 1
20240215, Deposit from GOOGLE LLC PAYROLL, Credit, 6653.48, 0
20240216, Withdrawal from VENMO PAYMENT, Debit, -10.0, 1
20240216, Withdrawal from VENMO PAYMENT, Debit, 4911.22, 0
20240216, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 2153.0, 1
20240216, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 4921.22, 0
20240216, Deposit from eBay ComRDFJRM7A PAYMENTS, Credit, 48.05, 1
20240216, Deposit from eBay ComRDFJRM7A PAYMENTS, Credit, 2768.22, 0
20240220, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -2044.01, 1
20240220, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 2704.2, 0
20240220, Withdrawal from VENMO PAYMENT, Debit, -110.0, 1
20240220, Withdrawal from VENMO PAYMENT, Debit, 4748.21, 0
20240220, Withdrawal from USAA P&C PAYMENT, Debit, -92.38, 1
20240220, Withdrawal from USAA P&C PAYMENT, Debit, 4858.21, 0
20240220, Deposit from eBay ComXIEMMWZA PAYMENTS, Credit, 39.37, 1
20240220, Deposit from eBay ComXIEMMWZA PAYMENTS, Credit, 4950.59, 0
20240221, Check #451 Cashed, Debit, -2669.1, 1
20240221, Check #451 Cashed, Debit, 672.43, 0
20240221, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 3000.0, 1
20240221, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 3341.53, 0
20240221, Zelle money sent to ROSY GAS  LLC, Debit, -2500.0, 1
20240221, Zelle money sent to ROSY GAS  LLC, Debit, 341.53, 0
20240221, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1000.0, 1
20240221, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2841.53, 0
20240221, ATM Withdrawal - CVS STORE #1-V08 VV089151 CAMBRIDGE  MA, Debit, -300.0, 1
20240221, ATM Withdrawal - CVS STORE #1-V08 VV089151 CAMBRIDGE  MA, Debit, 1841.53, 0
20240221, ATM Withdrawal - CVS STORE #1-V08 VV089151 CAMBRIDGE  MA, Debit, -300.0, 1
20240221, ATM Withdrawal - CVS STORE #1-V08 VV089151 CAMBRIDGE  MA, Debit, 2141.53, 0
20240221, ATM Withdrawal - CVS STORE #1-V08 VV089151 CAMBRIDGE  MA, Debit, -300.0, 1
20240221, ATM Withdrawal - CVS STORE #1-V08 VV089151 CAMBRIDGE  MA, Debit, 2441.53, 0
20240221, Deposit from eBay ComNQNNGHDE PAYMENTS, Credit, 37.33, 1
20240221, Deposit from eBay ComNQNNGHDE PAYMENTS, Credit, 2741.53, 0
20240222, Check #451 Cashed Reversal, Debit, 2669.1, 1
20240222, Check #451 Cashed Reversal, Debit, 5291.53, 0
20240222, Withdrawal from VENMO PAYMENT, Debit, -50.0, 1
20240222, Withdrawal from VENMO PAYMENT, Debit, 2622.43, 0
20240222, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2000.0, 1
20240222, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2672.43, 0
20240223, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -56.98, 1
20240223, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 3478.05, 0
20240223, Withdrawal from VENMO PAYMENT, Debit, -30.0, 1
20240223, Withdrawal from VENMO PAYMENT, Debit, 3535.03, 0
20240223, Deposit from GUSTO PAYROLL CON 716528, Credit, 148.5, 1
20240223, Deposit from GUSTO PAYROLL CON 716528, Credit, 3565.03, 0
20240223, Withdrawal from Roofstock Inc Rent Pay, Debit, -1875.0, 1
20240223, Withdrawal from Roofstock Inc Rent Pay, Debit, 3416.53, 0
20240227, Deposit from eBay ComTOKWWFKM PAYMENTS, Credit, 2.35, 1
20240227, Deposit from eBay ComTOKWWFKM PAYMENTS, Credit, 3480.4, 0
20240228, Zelle money sent to MARK SHIFFER, Debit, -1025.0, 1
20240228, Zelle money sent to MARK SHIFFER, Debit, 2455.4, 0
20240229, Monthly Interest Paid, Credit, 0.41, 1
20240229, Monthly Interest Paid, Credit, 5668.56, 0
20240229, Deposit from GOOGLE LLC PAYROLL, Credit, 3462.49, 1
20240229, Deposit from GOOGLE LLC PAYROLL, Credit, 5668.15, 0
20240229, Withdrawal from VENMO PAYMENT, Debit, -100.16, 1
20240229, Withdrawal from VENMO PAYMENT, Debit, 2205.66, 0
20240229, Withdrawal from ROBINHOOD Funds, Debit, -100.0, 1
20240229, Withdrawal from ROBINHOOD Funds, Debit, 2305.82, 0
20240229, Withdrawal from VENMO PAYMENT, Debit, -47.0, 1
20240229, Withdrawal from VENMO PAYMENT, Debit, 2405.82, 0
20240229, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -2.58, 1
20240229, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 2452.82, 0
20240301, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, -507.17, 1
20240301, Withdrawal from CAPITAL ONE CRCARDPMT, Debit, 7771.39, 0
20240301, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 2610.0, 1
20240301, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 8278.56, 0
20240304, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 4000.0, 1
20240304, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 7668.67, 0
20240304, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -3901.09, 1
20240304, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 3668.67, 0
20240304, Withdrawal from VENMO PAYMENT, Debit, -169.11, 1
20240304, Withdrawal from VENMO PAYMENT, Debit, 7569.76, 0
20240304, Withdrawal from ROBINHOOD Funds, Debit, -50.0, 1
20240304, Withdrawal from ROBINHOOD Funds, Debit, 7738.87, 0
20240304, Withdrawal from VENMO PAYMENT, Debit, -17.0, 1
20240304, Withdrawal from VENMO PAYMENT, Debit, 7788.87, 0
20240304, Withdrawal from VENMO PAYMENT, Debit, -17.0, 1
20240304, Withdrawal from VENMO PAYMENT, Debit, 7805.87, 0
20240304, Deposit from eBay Com0Z0FDLPS PAYMENTS, Credit, 29.12, 1
20240304, Deposit from eBay Com0Z0FDLPS PAYMENTS, Credit, 7822.87, 0
20240304, Deposit from VENMO CASHOUT, Credit, 20.0, 1
20240304, Deposit from VENMO CASHOUT, Credit, 7793.75, 0
20240304, Deposit from eBay ComI3JN1KSU PAYMENTS, Credit, 2.36, 1
20240304, Deposit from eBay ComI3JN1KSU PAYMENTS, Credit, 7773.75, 0
20240305, Withdrawal from CHASE CREDIT CRD EPAY, Debit, -5214.85, 1
20240305, Withdrawal from CHASE CREDIT CRD EPAY, Debit, 2905.15, 0
20240305, Withdrawal from CAPITAL ONE MOBILE PMT, Debit, -348.67, 1
20240305, Withdrawal from CAPITAL ONE MOBILE PMT, Debit, 8120.0, 0
20240305, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 800.0, 1
20240305, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 8468.67, 0
20240306, Withdrawal from USAA P&C AUTOPAY, Debit, -64.91, 1
20240306, Withdrawal from USAA P&C AUTOPAY, Debit, 2832.25, 0
20240306, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -7.99, 1
20240306, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 2897.16, 0
20240307, Debit Card Purchase - PMT*FL TAG/LICEN 213 P PENSACOLA  FL US, Debit, -46.55, 1
20240307, Debit Card Purchase - PMT*FL TAG/LICEN 213 P PENSACOLA  FL US, Debit, 3180.53, 0
20240307, Deposit from ROBINHOOD Funds, Credit, 100.0, 1
20240307, Deposit from ROBINHOOD Funds, Credit, 3227.08, 0
20240307, Deposit from 1001 - Google LL PAYMENTS, Credit, 294.83, 1
20240307, Deposit from 1001 - Google LL PAYMENTS, Credit, 3127.08, 0
20240308, Withdrawal from VENMO PAYMENT, Debit, -86.0, 1
20240308, Withdrawal from VENMO PAYMENT, Debit, 3056.33, 0
20240308, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -38.2, 1
20240308, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 3142.33, 0
20240312, Withdrawal from VANGUARD BUY INVESTMENT, Debit, -1.0, 1
20240312, Withdrawal from VANGUARD BUY INVESTMENT, Debit, 3054.33, 0
20240312, Withdrawal from VANGUARD BUY INVESTMENT, Debit, -1.0, 1
20240312, Withdrawal from VANGUARD BUY INVESTMENT, Debit, 3055.33, 0
20240312, Withdrawal from VANGUARD ACCTVERIFY, Debit, -0.88, 1
20240312, Withdrawal from VANGUARD ACCTVERIFY, Debit, 3056.33, 0
20240312, Deposit from VANGUARD ACCTVERIFY, Credit, 0.69, 1
20240312, Deposit from VANGUARD ACCTVERIFY, Credit, 3057.21, 0
20240312, Deposit from VANGUARD ACCTVERIFY, Credit, 0.19, 1
20240312, Deposit from VANGUARD ACCTVERIFY, Credit, 3056.52, 0
20240313, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -48.34, 1
20240313, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 3005.99, 0
20240314, Deposit from GOOGLE LLC PAYROLL, Credit, 3462.5, 1
20240314, Deposit from GOOGLE LLC PAYROLL, Credit, 6468.49, 0
20240315, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, -6000.0, 1
20240315, Withdrawal to 360 Performance Savings XXXXXXX1541, Debit, 2628.49, 0
20240315, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 2160.0, 1
20240315, Deposit from NFCU ACH P2P SASHA R BROWNSB, Credit, 8628.49, 0
20240317, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 200.0, 1
20240317, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 2828.49, 0
20240318, Check #452 Cashed, Debit, -2669.1, 1
20240318, Check #452 Cashed, Debit, 183.79, 0
20240318, Withdrawal from VENMO PAYMENT, Debit, -15.0, 1
20240318, Withdrawal from VENMO PAYMENT, Debit, 2852.89, 0
20240318, Deposit from eBay ComDUNQWJF0 PAYMENTS, Credit, 39.4, 1
20240318, Deposit from eBay ComDUNQWJF0 PAYMENTS, Credit, 2867.89, 0
20240319, Deposit from eBay Com0ETBRWSY PAYMENTS, Credit, 13.67, 1
20240319, Deposit from eBay Com0ETBRWSY PAYMENTS, Credit, 197.46, 0
20240320, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, -5.04, 1
20240320, Withdrawal from AMEX EPAYMENT ACH PMT, Debit, 192.42, 0
20240322, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1000.0, 1
20240322, Deposit from 360 Performance Savings XXXXXXX1541, Credit, 1192.42, 0
